nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Pickleball bois - jeu complet,"192,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG101173675.jpg?frz-v=95,Pickleball,,Parfait pour l'initiation au pickleball en milieu scolaire ou en loisirs,"Jeu de pickleball en bois complet prèt à jouer ! | Filet facile à installer et à transporter | Marquage, pour créer rapidement un terrain adapté | Raquette en bois, parfaite pour les débutants | Balle intérieure, légère et adaptée aux gymnases | Balle extérieure, résistante pour les surfaces extérieures | Sac en mesh 013005, pratique pour le rangement et le transport du matériel"
Mallette pédagogique 20 chronos top Casal Sport,"164,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG50891418.jpg?frz-v=95,"Arbitrage, Coaching",Chronomètres de Sport,Mallette pédagogique 20 chronomètres idéale pour les cours d'EPS ou stage d'arbitrage,"Mallette de rangement souple, facilement transportable, très pratique grâce à ces 20 emplacements individuels. | Poche de rangement extérieure pour y mettre un porte-document, des feuilles ou une planchette de chronométrage. | Comporte 20 chronomètres idéale pour l'apprentissage au collège | Pile isolée pour éviter garder toute sa capacité dès la première utilisation. | Ecran ultra large, chiffres de 12mm de hauteur pour une lisibilité parfaite des scores de courses. | Boutons sur le chonomètre, de couleurs différentes pour une explication simplifiée des commandes. | Cordon pour être utilisé soit en tour de cou, soit autour du poignet. | Fonctions : Heures, minutes, secondes, mois, date et jour, comptage au 1/100e de seconde sur 30 minutes et à la seconde sur 24 h, temps net, temps intermédiaire (Split = temps de passage), temps du 1er et 2ème arrivés, alarme."
Raquette badminton Absolute 520 Casal Sport Lot de 20+ Sac+ Volants,"289,80 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29360564.jpg?frz-v=95,Badminton,Kits Badminton,"Kit badminton Casal Sport Absolute 520, idéal pour en collectivités et en clubs.","Raquette mise au point par Casal Sport pour une utilisation intensive en collectivités et en clubs. | Raquette solide, robuste, avec une tige épaisse et résistante | Dimensions : Longueur : 67 cm. Poids : 105 g. | Cadre aluminium isométrique 12 mm : renforcé pour assurer une excellente solidité, système isométrique pour éviter la vrille du cadre. | T intégré : profilé avec intérieur renforcé. | Tige aluminium 8 mm : manche monobloc pour assurer une grande longévité à la raquette. | Cordage multifibre : nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Grip polyyéréthane : solide, doux, épais et bien fixé pour une meilleure longévité. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance. | Volant Mavis 600 Yonex, nouveau modèle du volant Mavis 500 Yonex | Vol très proche de celui d'un volant plume. | Fabriqué pour durer | Jupe plastique et embout liège. | Trajectoire ultra-précise | Sac de rangement pouvant contenir tout le kit de badminton complet"
Lot 20 raquettes Casal Sport basic plus + 1 sac + 6 volants,"181,91 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG63690113.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes de badminton Casal Sport basic plus, idéales pour les collectivités, les collèges à partir de...","Raquette conçue pour les adolescents entre 10 et 14 ans. | Repères de couleur pour aider à la pédagogie des prises de raquette. | Dimensions : Longueur : 66,5 cm et Poids : 101 g. | Cadre aluminium 12 mm : renforcé pour assurer solidité et rigidité. | Cordage multifibre très résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité."
Valise soigneur Médical Bag 1 Garni - Casal Sport,"59,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457582.jpg?frz-v=95,Pharmacie du sportif,Matériel de premiers secours,"Valise de soigneur Médical Bag 1 garni, étudiée pour transporter les produits de soins.","Valise soigneur Médical Bag 1 en nylon 600 deniers enduit PVC très solide, spécialement étudiée pour transporter les produits de soins. | Cadre rigide pour assurer une bonne tenue, compartiments intérieurs : séparation rigide qui permet d'avoir 4 faces de rangement de tubes, pots, flacons et autres produits de soins. | Dimensions : longueur 43 cm - hauteur 35 cm - largeur 17 cm."
Raquette tennis de table - Casal Sport - School 2,"5,25 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG78177849.jpg?frz-v=95,Tennis de table,Raquettes de Tennis de table,"Raquette de tennis de table Casal Sport School 2, idéale pour l'initiation en mileu scolaire.","Raquette en bois 5 plis avec picots envers sur mousse de 1,5 mm. | Manche de forme anatomique en bois brut très robuste. | Modèle conçu en collaboration entre Casal Sport et Joola. | Poids : 160 g."
Raquette de tennis de table Protector - Casal Sport - Lot de 20,"100,10 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29470741.jpg?frz-v=95,Tennis de table,Kits Tennis de table,20 raquettes de ping Premium Protector spécialement conçue par Casal Sport.,"Raquette en bois 5 plis, picots intérieurs sur mousse de 1 mm, manche droit. | Un modèle spécialement conçu pour un usage intensif dans les clubs et les collectivités. | Plus produit : un adhésif spécial anti-décollement des plaques est installé sur tout le pourtour des plaques de jeu. Stop au jeu favori des élèves qui s'amusent à décoller les plaques de jeu ! Il y a aussi de l'adhésif sur le manche pour renforcer celui-ci. | Jouez au tennis de table avec une raquette de ping dont la durée de vie est 4 fois plus longue. | Ceci en fait le meilleur rapport qualité-prix pour les collectivités ! | Poids : 159 g."
Lot de 20 ceintures rugby et football américain Casal Sport,"91,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29282012.jpg?frz-v=95,"Arbitrage, Coaching",Brassards de sport,Description courte non disponible,Idéal pour l'initiation sécurisée au rugby ou tout autre jeu collectif. | Ceinture réglage par clips ajustables avec 2 lanières (drapeaux) fixées à la ceinture par système scratch.
Paire de buts Sandball 3 m x 2 m Quickfast - Casal Sport,"313,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29357633.jpg?frz-v=95,Handball,Buts de Handball,"2 buts mobiles de sandball Quickfast, 3 m x 2 m, très facilement transportables conçus de manière...","But de hand mobile léger et facilement transportable | Assemblage simple et rapide (moins de 2 minutes). | Structure au sol en acier de qualité supérieur résistant à toutes conditions météorologiques. | Structure en tubes composites pour assurer la tension générale et une tenue parfaite du but. | Montants recouverts d'une bâche ultra-résistante | Filet, déjà installé sur la structure, est en polyester de 4 mm bicolore (bleu-blanc) | Supports en caoutchouc intégrés à la structure permettant d'assurer une parfaite stabilité sur le sol du gymnase. | Dimensions de but : 3m x 2m."
"Draisienne, tricycle, trottinette Casal Sport","392,79 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452756.jpg?frz-v=95,"Draisiennes, Tricycles, Vélos",Draisiennes,Lot de Draisienne + Tricycle + Trotinette Intensif CASAL SPORT,"Lot de Draisienne + Tricycle + Trotinette Intensif CASAL SPORT. | Casal Sport a sélectionné pour vous une gamme complète de produits, conformes aux normes de sécurité européennes, très robuste, conçue spécialement pour un usage intensif dans les écoles. | Caractéristiques des produits : | Châssis et cadres en tube acier soudé avec revêtement en peinture epoxy résistante aux chocs. | Selle en PVC soft et résistant pour un confort optimal de l'enfant. | Poignées consolidées en matière synthétique. Blocage du guidon sans risque pour les doigts. Manivelle de pédale en acier renforcé. | Roue pleine très robuste et souple."
Lot de 20 raquettes Casal Sport Init 4 + 1 sac + 6 volants,"141,15 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29360561.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes de badminton Casal Sport init 4, idéales pour l'initiation du bad en milieu scolaire pour les...","20 raquettes d'initiation conçu par Casal Sport pour une utilisation par les enfants de 6 à 10 ans. | Cette raquette beaucoup plus courte permet une gestuelle plus aisée. | Descriptif technique : Longueur : 53 cm - Poids : 98 g | Cordage multifibre : nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Cadre aluminium 10 mm : renforcé pour assurer une bonne solidité et une bonne rigidité. | T renforcé : en acier rigidifié par une épaisseur supplémentaire. | Tige acier 6 mm : renforcé, très solide et plus courte. | Grip polyuréthane : solide, doux, épais et bien fixé pour une meilleure longévité. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance."
Paire de buts de mini-hand Quickfast Casal Sport,"284,63 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29304763.jpg?frz-v=95,Handball,Buts de Handball,"2 buts de mini-hand, 2.40 m x 1.70 m, mobiles et très facilement transportables conçus de manière...","But de hand mobile léger et facilement transportable | Assemblage simple et rapide (moins de 2 minutes). | Structure au sol en acier de qualité supérieur résistant à toutes conditions météorologiques. | Structure en tubes composites pour assurer la tension générale et une tenue parfaite du but. | Montants recouverts d'une bâche ultra-résistante | Filet, déjà installé sur la structure, est en polyester de 4 mm bicolore (bleu-blanc) | Supports en caoutchouc intégrés à la structure permettant d'assurer une parfaite stabilité sur le sol du gymnase. | Dimensions de but : 2.40 m x 1.70 m."
Tricycle 1 place Casal Sport - Lot de 3,"428,88 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29283065.jpg?frz-v=95,"Draisiennes, Tricycles, Vélos",Tricycles,Lot de 3 tricycles standards pour un enfant conçu pour apprentissage du vélo dans un usage intensif.,"Lot de 3 tricycles standards pour enfant de 3 à 6 ans. | Casal Sport a sélectionné pour vous une gamme complète de produits, conformes aux normes de sécurité européennes, très robuste, conçue spécialement pour un usage intensif dans les écoles. | Caractéristiques des produits : | Châssis et cadres en tube acier soudé avec revêtement en peinture epoxy résistante aux chocs. | Selle en PVC soft et résistant pour un confort optimal de l'enfant. | Poignées consolidées en matière synthétique. Blocage du guidon sans risque pour les doigts. Manivelle de pédale en acier renforcé. | Roue pleine très robuste et souple. | Dimensions : | Diamètre roue avant : 27 cm. | Diamètre roue arrière : 17 cm. | Hauteur guidon/sol : 63 cm. | Hauteur : 32cm. | Longueur : 76 cm. | Largeur : 48 cm. | Poids : 8 kg."
Ceinture de Rugby et Football Américain - Casal Sport,"45,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29240181.jpg?frz-v=95,"Arbitrage, Coaching",Brassards de sport,Description courte non disponible,Idéal pour l'initiation sécurisée au rugby ou tout autre jeu collectif. | Ceinture réglage par clips ajustables avec 2 lanières (drapeaux) fixées à la ceinture par système scratch.
Disques volants Soft 150 Casal Sport - lot de 10,"96,25 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294520.jpg?frz-v=95,Ultimate,,Spécialement conçu pour le jeu de l'ultimate et l'exécution de figures libres freestyle,"Lot de 10 disques volants SOFT 150 Casal Sport avec manuel de 16 pages sur les différents jeux et activités. | Spécialement conçu pour le jeu de l'ultimate et l'exécution de figures libres freestyle, il est antichoc, ne craint pas les coups, les angles de murs. Et du fait qu'il soit légèrement mou, il ne blesse pas les usagers même en cas de choc sur le visage. Distance de vol : 70 m. | Diamètre : 240 mm. | Poids : 92 g."
Lot de City (taxi + ambulance + police) - Casal Sport,"656,16 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452759.jpg?frz-v=95,"Draisiennes, Tricycles, Vélos",Tricycles,Lot de City (taxi + ambulance + police) CASAL SPORT,"Lot de City (taxi + ambulance + police) CASAL SPORT | Casal Sport a sélectionné pour vous une gamme complète de produits, conformes aux normes de sécurité européennes, très robuste, conçue spécialement pour un usage intensif dans les écoles. | Caractéristiques des produits : | Châssis et cadres en tube acier soudé avec revêtement en peinture epoxy résistante aux chocs. | Selle en PVC soft et résistant pour un confort optimal de l'enfant. | Poignées consolidées en matière synthétique. Blocage du guidon sans risque pour les doigts. Manivelle de pédale en acier renforcé. | Roue pleine très robuste et souple."
Lot de 20 raquettes Casal Sport highschool 3 + 1 sac + 6 volants,"200,51 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29360563.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes Casal Sport highschool 3, pour les collectivités, spécialement pour l'initiation en collèges,...","20 raquettes de badminton mise au point par Casal Sport pour une utilisation intensive en collectivités. | Raquette solide et robuste, avec une tige épaisse en graphite et cadre renforcés. | Descriptif technique : Longueur : 66 cm - Poids : 115 g | Cordage multifibre : nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Cadre aluminium isométrique 12 mm : renforcé pour assurer une bonne solidité et une bonne rigidité, tête isométrique de forme carrée qui permet d'agrandir la surface optimale de frappe de 30 % et d'éviter la vrille du cadre. | T renforcé : en acier rigidifié par une épaisseur supplémentaire. | Tige graphite 8 mm : solide et flexible pour assurer résistance et souplesse afin de ne pas céder aux impacts. | Grip polyuréthane : solide, doux, épais et bien fixé pour une meilleure longévité. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance."
Mannequin gonflable simulateur de joueur Casal Sport Lot de 3,"277,95 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457659.jpg?frz-v=95,Football,Accessoires d'entrainement de Football,"Mannequin simulateur de joueur Casal Sport, idéal pour simuler les adversaires.","Mannequin d'entraînement gonflable simulateur de joueur de taille 18 cm | PVC jaune souple et très robuste, résistant à des températures de -20°C | Sans pièce rigide pour jouer en toute sécurité | Poignées en PVC souple pour un transport facileté | Mannequin de conception nouvelle particulièrement adapté pour simuler et reconstituer des situations de jeu à l'entraînement | Le mannequin se redresse lorsqu'il est renversé, même totalement à l'horizontal | Convient aussi bien pourl'intérieur et l'extérieur et sur tous type de terrain sans cailloux | Structure en 2 partie : partie supérieure gonflée d'air et partie inférieure à remplir d'eau pour une parfaite stabilité | Conforme à la Norme EN71."
Kit badminton raquettes massive 4+ Casal Sport Lot de 20,"279,11 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG63690111.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes Casal Sport massive 4 recommandées pour une utilisation intensive en clubs, lycées et...","Set badminton spécial scolaires et clubs | Raquette légère, solide, robuste. | Cordage multifibre très résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Tige épaisse de 8mm en aluminium assure résistance et vitesse d'impact. | T en acier rigidifié par une épaisseur supplémentaire. | Cadre aluminium 13mm extra large pour assurer un maximum de vitesse. | Grip polyuréthane épais et doux au toucher. | Longueur : 66 cm. Poids : 104 g. | Espace de numérotation sur les raquettes pour inventorier votre matériel. | Volants de badminton ultra blanc Casal Sport | Qualité de volant étudiée pour une utilisation en clubs et collectivités. | Volant fabriqué en nylon de couleur blanche résistant à - 15° C. | Embout composé des meilleurs lièges pour une très bonne tonicité lors des impacts. | Volant technique et solide. | Vitesse moyenne bleue et jupe blanche. | Sac de rangement pourvant contenir tout l'ensemble du kit de badminton"
Ruban tour de cou Casal Sport,"24,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG97583519.jpg?frz-v=95,"Arbitrage, Coaching",Sifflets,"12 rubans avec mousqueton Casal Sport, idéaux pour accrocher le sifflet ou les clés autour du cou.","Ruban tour de cou en textile marqué Casalsport.com | Système d'attache mousqueton très pratique en métal résistant. | Fermeture clips en plastique. | Peut servir de porte-clés, porte badge, cordon sifflet."
Raquette de tennis de table Protector - Casal Sport - Lot de 15 + 100 balles,"113,51 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294547.jpg?frz-v=95,Tennis de table,Kits Tennis de table,15 raquettes de ping Protector 2 spécialement conçues par Casal Sport avec 1 seau 100 balles Training 40+...,"Raquette en bois 5 plis, picots intérieurs sur mousse de 1 mm, manche droit. | Un modèle spécialement conçu pour un usage intensif dans les clubs et les collectivités. | Plus produit : un adhésif spécial anti-décollement des plaques est installé sur tout le pourtour des plaques de jeu. Stop au jeu favori des élèves qui s'amusent à décoller les plaques de jeu ! Il y a aussi de l'adhésif sur le manche pour renforcer celui-ci. | Jouez au tennis de table avec une raquette de ping dont la durée de vie est 4 fois plus longue. | Ceci en fait le meilleur rapport qualité-prix pour les collectivités !"
Lot de 20 raquettes Casal Sport progress 4 + 1 sac + 6 volants,"157,35 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29360560.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes Casal Sport progress 4, idéales pour une utilisation par les enfants de 8 à 12 ans de niveau...","20 raquettes de badminton intermédiaire conçues par Casal Sport pour une utilisation par les enfants de 8 à 12 ans afin de leur permettre une gestuelle identique à celles des autres joueurs. | Descriptif technique : Longueur : 61 cm - Poids : 102 g. | Nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Cadre aluminium 10 mm : renforcé pour assurer une bonne solidité et une bonne rigidité. | T renforcé : en acier rigidifié par une épaisseur supplémentaire. | Tige acier 6 mm : renforcé, très solide et plus courte. | Grip polyuréthane : solide, doux, épais et bien fixé pour une meilleure longévité. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance."
Lot de 20 raquettes Casal Sport Mini 3 + 1 sac + 6 volants,"129,15 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG48946906.jpg?frz-v=95,Badminton,Kits Badminton,"20 raquettes badminton Casal Sport mini 3, idéales pour l'initiation des enfants de 4 à 8 ans et milieu...","Raquette d'initiation conçue par Casal Sport pour une utilisation par les enfants de 4 à 8 ans. | Cette raquette beaucoup plus courte permet une gestuelle plus aisée. | Descriptif technique : Longueur : 50 cm - Poids : 96 g | Cordage multifibre : nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | Cadre aluminium 9 mm : renforcé pour assurer une bonne solidité et une bonne rigidité. | T renforcé : en acier rigidifié par une épaisseur supplémentaire. | Tige acier 6 mm : renforcé, très solide et plus courte. | Grip polyuréthane : solide, doux, épais et bien fixé pour une meilleure longévité. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance."
Lot de 20 raquettes Casal Sport extreme 720 + 1 sac + 6 volants,"391,80 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29360558.jpg?frz-v=95,Badminton,Kits Badminton,"Lot de 20 raquettes Casal Sport extreme 720 + sac de rangement, kit idéal pour la compétition en milieu...","Raquette mise au point par CASAL SPORT pour une utilisation intensive en entraînement et en compétition. | Raquette légère, solide, robuste, avec une tige épaisse souple et résistante, un T intégré une seule pièce, une tige 100% graphite, et un cadre renforcé. Grande maniabilité, très bonne vitesse d'exécution. | Numérotez vos raquettes de badminton pour inventorier plus facilement votre matériel après chaque séance. | Descriptif technique : | Longueur : 67 cm | Poids : 95 g | CADRE ALUMINIUM ISOMÉTRIQUE 12 mm : renforcé pour assurer une bonne solidité et une bonne rigidité, système isométrique pour éviter la vrille du cadre | T INTÉGRÉ : profilé avec intérieur renforcé qui rend l'ensemble très robuste et permet de transmettre toute la puissance. | TIGE GRAPHITE 8 mm : solide et flexible pour assurer résistance et vitesse d'impact. Manche monobloc pour une bonne transmission de la puissance du poignet vers l'extrémité de la raquette. | CORDAGE MULTIFIBRE : nous avons sélectionné l'un des cordages multifibres le plus résistant du marché, fabriqué à Taiwan et reconnu pour sa solidité et sa longévité. | GRIP POLYURÉTHANE : solide, doux, épais et bien fixé pour une meilleure longévité. | + Sac pouvant contenir jusqu'à 30 raquettes de badminton, fond rigide."
Lot de 20 raquettes Casal Sport school,"73,78 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG89094565.jpg?frz-v=95,Tennis de table,Kits Tennis de table,20 raquettes de tennis de table School Casal Sport. Un modèle très robuste conçu pour les écoles et les...,"Raquette de tennis de table School | Modèle d'entraînement en bois 5 plis avec picots envers sur mousse de 1,5 mm. | Manche de forme anatomique en bois brut. | Un modèle très robuste conçu pour les écoles et les collectivités. | Très bon rapport qualité/prix."
Raquette de tennis de table Protector - Casal Sport - Lot de 15 + 72 balles,"97,18 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294546.jpg?frz-v=95,Tennis de table,Kits Tennis de table,"15 raquettes de ping Protector 2, spécialement conçues par Casal Sport et 72 balles Cornilleau idéales...","Raquette en bois 5 plis, picots intérieurs sur mousse de 1 mm, manche droit. | Un modèle spécialement conçu pour un usage intensif dans les clubs et les collectivités. | Plus produit : un adhésif spécial anti-décollement des plaques est installé sur tout le pourtour des plaques de jeu. Stop au jeu favori des élèves qui s'amusent à décoller les plaques de jeu ! Il y a aussi de l'adhésif sur le manche pour renforcer celui-ci. | Jouez au tennis de table avec une raquette de ping dont la durée de vie est 4 fois plus longue. | Ceci en fait le meilleur rapport qualité-prix pour les collectivités !"
But de foot à 11 - GES - transportable en aluminium,"1 843,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29302495.jpg?frz-v=95,Football,Matériel buts Football,"Cage de foot à 11 GES, à l'unité, transportable avec système d'ancrage, léger en aluminium, idéal pour les...","But de foot à 11, transportable avec système d'ancrage fixe à sceller au sol. | En aluminium pour limiter le poids du but. | Tube rond diamètre 102mm, finition plastifiée en blanc. | Construction solide avec angle d'assemblage en fonte d'aluminium et boulonnage de renfort. | Fixations filet par crochets, résistants aux UV disposés à l'arrière du but. | Oreilles de maintien de forme du filet. | Jambes de force pour solidifier le but. | Dimensions du but : | Hauteur sous la transversale : 2,44 m. | Largeur entre les montants : 7,32m. | Poids d'un but : 67,6 kg. | Cet article est également vendu à la paire sous la référence F329. | Conforme à la norme N.F. EN 748. | Conforme à la norme du sport."
Filet de volley haute compétition GES,"186,25 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29473160.jpg?frz-v=95,Volleyball,Filets de Volley,Filet de volley pour la haute compétition (adapté jusqu'à la compétition internationale)  en polypropylène...,"Filet de volley pour la haute compétition (adapté jusqu'à la compétition internationale) en polypropylène de 33 mm, maille 100 mm sans noeuds avec câble en kevlar. | Filet muni de barres de cadrage avec 6 points de fixation, 6 cordeaux de tension, d'une bande blanche en polyester de 70 mm de large en partie supérieur et de 50 mm en partie inférieur. | Dimensions : 9,50 x 1 m | Longueur du câble : 11,70 m | Conforme à la norme NF EN 1271"
Step fitness - classic premium,"28,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29241792.jpg?frz-v=95,Equipement de Fitness et Cross training,Steps,"Step de fitness, idéal pour les séances d'aérobic et une utilisation intensive.","Step en polypropylène haute résistance, facilement empilable et stockable. | Sécurité maximum grâce à une surface anti-dérapante intégrale sur le plateau. | Pieds caoutchouc antidérapants sur le dessous pour une adhérence parfaite. | Produit vert : fabriqué en matière recyclé, écologique. | Dimensions : 75 x 40 cm, Hauteur : 14 cm. | Poids : 3 kg. | Vous avez la possibilité d'ajouter 1 paire de pieds encastrables pour augmenter la hauteur de 4 cm (référence : MU215). | Fabriqué en France."
Bande élastique 4 ring de remise en forme,"9,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452465.jpg?frz-v=95,Equipement de Fitness et Cross training,Elastiques et Sangles de Musculation et Fitness,1 bande élastique de fitness de remise en forme à base de 4 bandes en latex épais reliés par un anneau.,1 bande élastique à base de 4 bandes en latex épais permettant de multiples exercices de jambes et de bras. | Largeur de bande : 2 cm. | Diamètre d'une bande : 40 cm.
Chasuble réversible Essentielle - Casal Sport - bleu rouge,"5,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG99834015.jpg?frz-v=95,Matériel Entraînement sportif,Chasubles de sport,Chasuble réversible bleu rouge Essentielle Casal Sport idéales pour les différentes activités sportives et...,"Maille ajourée 100% Polyester | Produit résistant et respirant | Chasuble réversible, 2 coloris : bleu et rouge | Chasuble logotée CASALSPORT.com | Chasuble personnalisable sur demande (logo, N-, prénom) | Guide des tailles : | XXS/XS : Hauteur 60 cm / Largeur 48 cm : idéale pour des enfants de 8 à 13 ans | S/M : Hauteur 66 cm / Largeur 54 cm : idéale dès 13 ans et pour des adultes mesurant jusqu'à 1,85m | L/XL : Hauteur 72 cm / Largeur 58 cm : idéale pour toute personne mesurant plus de 1,85m"
Filet de volley GES de compétition,"174,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469122.jpg?frz-v=95,Volleyball,Filets de Volley,"Filet de compétition en polypropylène, mailles carrées de 100 mm de côté,","Filet de volley GES de compétition | Filet de volley-ball GES en polypropylène de 3mm, mailles carrées 100 mm de côté, muni d'une bande supérieure en polyester de 70mm et inférieure de 50mm, d'un câble de tension en acier diamètre 4.5 mm de 10m de long . | Le filet possède des barres de cadrage avec 4 points de fixation et des cordeaux de tension bleus équipés de taquets. | Filet idéal en club et en milieu scolaire pratiquant la compétition | conforme à la norme EN1271. | Dimensions : 9,5m x 1m."
Bande collante au sol,"7,89 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29300956.jpg?frz-v=95,Marquage au sol Gymnases,,"Bande adhésive 5 cm, idéale pour marquer temporairement sols, terrains de badminton.",Bande adhésive de 4 cm de large et une longueur totale de 27 mètres. | Ne laisse pas de traces de colle sur le sol après utilisation. | Idéale pour le traçage de la délimitation des sols notamment le trçage des terrains de badminton. | Utilisation en intérieure uniquement. | Coloris : Noir
Plot en fonte 3kg,"25,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29299155.jpg?frz-v=95,Marquage au sol Gymnases,,Plot lesté à utiliser avec des lignes élastomères pour la délimitation d'aires de jeux.,"Plot en fonte permettant de tendre avec plus de force les lignes élastomère références D783 depuis une zone non utilisée du gymnase. | Plot diamètre : 21,5 cm | Poids : 3 kg. | Longueur des 3 fentes : 5 cm chacune."
Dalle protection de sol spécial musculation épaisseur 2cm,"84,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452299.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,"Dalle amortissante spécialement conçue pour les salles ou les espaces de musculation, cross training ou...","Dalle en EPDM pour protéger vos espaces de pratique avec barres et haltères. | Anti-vibration, elle amortie vraiment les chocs au sol (barre de musculation, haltères, etc), et réduit considérablement les bruits. | Anti-dérapante et facile à installer, se pose simplement au sol, suffisamment lourde et antidérapante pour ne pas la coller. | Surface harmonieuse, leur propriété antidérapante fait le reste. | S'adapte à toutes les surfaces, se coupe simplement au cutter. | Immunité bactérienne: résistant aux moisissures et aux bactéries selon la norme EN 11021: 2002."
Clip de connexion pour caillebotis Heronrib et Vynagrip - Plastex,"14,45 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8457766.jpg?frz-v=95,Revêtements de sols Intérieurs,,Reliez vos caillebotis ensemble,Clip de connexion pour caillebotis Heronrib et Vynagrip. | Jonction bout à bout et/ou côté contre côté.
