nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Sangle de delimitation terrain de sandball,"118,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29282627.jpg?frz-v=95,Handball,Kits pédagogiques Hand,"Sangle en toile, de 5 cm de largeur, pour délimiter l'aire de jeu de 15 m sur 12 m.",Sangle en toile de 5 cm de largeur. | Idéal pour délimiter l'aire de jeu de 15 m sur 12 m. | Coloris : bleu et noir.
Buts de Sandball - GES - 3m x 2m en aluminium plastifié Jaune / La paire,"2 863,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29333129.jpg?frz-v=95,Handball,Sandball,Idéal pour la pratique du sandball avec une but solide et stable.,"Laissez place à la pratique du Sandball avec notre but stable et solide. | Résistant et solide : tube en aluminium plastifié de diamètre 102 mm avec les arceaux de maintien du filet en tube acier sendzimir de diamètre 32 mm. | Stable dans le sable : fixation des buts dans le sable à l'aide d'une planche de stabilisation centrale basse. | Fixation du filet : par crochets nylon se clipsant dans la glissière arrière des montants et par un sandow en partie arrière (non-fournis) | Dimensions : 3 m x 2 m | Poids d'un but : 47,5 Kg"
Buts Sandball aluminium avec ancrages Sodex - la paire,"2 159,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29357642.jpg?frz-v=95,Handball,Sandball,"2 cages de Sandball extérieur  Ø 80 mm, idéales pour vos communes.","Paire but hand de Beach Handball en aluminium plastifié bleu  fortifié et stable | Dimensions : hauteur : 2,00 m, largeur : 3,00 m, profondeur : 0,8 m. | Livré avec ancrages pour sable. Le système d ancrage est renforcé pour maintenir le but fermement dans le sable. | Fixation du filet : crochets PVC traités anti-UV. | Oreilles avec un déport de 80 cm pour soutenir le filet. | Conforme à la norme NF EN 16579."
Ligne de délimitation de terrain de Sandball - avec 6 ancrages pour sable,"192,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29304786.jpg?frz-v=95,Handball,Sandball,"Ligne de délimitation de terrain de sandball, avec 6 ancrages pour sable, conçue pour l'entraînement et...","Bande PVC bleue d'une largeur 50mm. | Convient pour délimiter un terrain de 27m de long sur 12m de large, respectant ainsi les règles du beach handball. | 6 ancrages à enfouir dans le sable pour une stabilité accrue. | 6 ancrages au sol pour le sable : ils sont répartis sur tout le périmètre afin de garantir une grande stabilité et d'empêcher le déplacement de la bande lors de la phase de jeu. | Un à chaque coin du terrain. Un au milieu de chaque longueur à l'endroit de la ligne médiane."
"Paire de filets pour but de sandball - tressé 3,0 mm maille simple","146,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29226750.jpg?frz-v=95,Handball,Sandball,"2 filets pour but de sandball tressé 3,0 mm maille simple, conçu pour les clubs.","Filet de beach handball noué pour but 3.0m x 2,20 m | Fil en polyéthylène haute densité, traité UV. | Fil : tressé 3.0. | Maillage : 100mm maille simple. | Dimensions : largeur : 3.1m, hauteur : 2,20 m, profondeur haute : 0,8 m, profondeur basse : 1.0m. | Tension : corde 3,0 mm. | Composition : 2 filets"
Poteaux de volley GES Regular en Aluminium,"429,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294473.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Poteaux de volley GES  idéal pour l'apprentissage du volley en milieu scolaire et en club.,"Poteaux de volley GES en aluminium diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long des poteaux jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée aux poteaux. | Le système de tension, installé à l'extérieur du terrain pour réduire tous les dangers, se fait à l'aide d'une poignée unique pour une mise en place ultra-simplifiée, utilisable par tous et qui permet une tension exceptionnelle. | Ce système ne nécessite aucun réglage, les poteaux sont livrés prêts à être utilisés. | Un produit unique qui allie performance et rapidité d'installation | Légèreté de l'aluminium | Système de tension manuel par poignée | Simplicité de tension grâce à une poignée unique, aucun réglage à faire | Réglage de la hauteur rapide grâce à une poignée | La longueur de la coulisse permet de pratiquer du tennis ballon, du tennis, du badminton, etc ... | Livrés sans fourreau à sceller | Conditionnement : la paire | Conforme à la Norme N.F. EN 1271 Classe C."
Poteau intermédiaire de volley GES en acier Regular,"399,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294478.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Poteau intermédiaire de volley GES en acier Regular,"Poteau intermédiaire de volley GES en acier Regular | Poteau en aluminium diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long des poteaux jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée au poteau. | Le système de tension, se fait à l'aide d'une poignée unique pour une mise en place ultra-simplifiée, utilisable par tous et qui permet une tension exceptionnelle. | Ce système ne nécessite aucun réglage, le poteau est livré prêt à être utilisé. | C'est un équipement idéal pour l'apprentissage du volley en milieu scolaire et en club. | POINTS FORTS : | Un produit unique qui allie performance et rapidité d'installation | Solidité et rigidité de l'acier | Simplicité de tension grâce à une poignée unique, aucun réglage à faire | Réglage de la hauteur rapide grâce à une poignée | La longueur de la coulisse permet de pratiquer du tennis ballon, du tennis, du badminton, etc ... | Livrés sans fourreau à"
Poteau intermédiaire de volley GES en alu Regular,"445,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294476.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Poteau intermédiaire de volley GES en alu Regular,"Poteau intermédiaire de volley GES en aluminium Regular | Poteau en aluminium diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long des poteaux jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée au poteau. | Le système de tension, se fait à l'aide d'une poignée unique pour une mise en place ultra-simplifiée, utilisable par tous et qui permet une tension exceptionnelle. | Ce système ne nécessite aucun réglage, le poteau est livré prêt à être utilisé. | C'est un équipement idéal pour l'apprentissage du volley en milieu scolaire et en club. | POINTS FORTS : | Un produit unique qui allie performance et rapidité d'installation | Légèreté de l'aluminium | Simplicité de tension grâce à une poignée unique, aucun réglage à faire | Réglage de la hauteur rapide grâce à une poignée | La longueur de la coulisse permet de pratiquer du tennis ballon, du tennis, du badminton, etc ... | Livrés sans fourreau à sce"
Paire poteaux de volley muraux en acier Regular GES,"469,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469121.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Equipement idéal pour l'apprentissage du volley en milieu scolaire .,"Poteaux de volley GES muraux Intensif qui allient performance et rapidité d'installation | Supports muraux en acier plastifié blanc munis de 2 x 5 points de fixation au mur. | Tension exceptionnelle grâce à un système innovant de pompe | Réglage de la hauteur rapide grâce à une poignée | La longueur de la coulisse permet de pratiquer du tennis ballon, du tennis, du badminton, etc ... | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long du support mural jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée aux poteaux sur le support | Le système de tension se fait à l'aide d'une pompe. | Système de tension breveté. | Conforme à la Norme N.F. EN 1271 Classe C."
Poteaux de volley GES Regular en Acier,"565,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294474.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Poteaux de volley GES Regular en Acier,"Poteaux de volley GES en acier Regular | Poteaux en acier diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long des poteaux jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée aux poteaux. | Le système de tension, installé à l'extérieur du terrain pour réduire tous les dangers, se fait à l'aide d'une poignée unique pour une mise en place ultra-simplifiée, utilisable par tous et qui permet une tension exceptionnelle. | Ce système ne nécessite aucun réglage, les poteaux sont livrés prêts à être utilisés. | C'est un équipement idéal pour l'apprentissage du volley en milieu scolaire et en club. | POINTS FORTS : | Un produit unique qui allie performance et rapidité d'installation | Solidité et rigidité de l'acier | Système de tension à l'extérieur du terrain | Simplicité de tension grâce à une poignée unique, aucun réglage à faire | Réglage de la hauteur rapide grâce à une poignée | La longueur de la c"
Paire poteaux de volley alu regular sur embases GES,"925,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG71608241.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux de volley GES en aluminium, un produit unique qui allie performance et rapidité d'installation","Poteaux en aluminium diamètre 90 mm, plastifié blanc à monter sur une embase en acier indépendante. | Embase en acier innovante, sécurisante et très facile à ranger. | Système de tension à l'extérieur du terrain | Simplicité de tension grâce à une poignée unique, aucun réglage à faire | Réglage de la hauteur rapide grâce à une poignée | Equipement idéal pour l'apprentissage du volley en milieu scolaire et en club | Embase en acier innovante et sécurisante par son verrouillage | Modèle déposée | Conforme à la Norme N.F. EN 1271 Classe C."
Poteau intermédiaire de volley GES,"565,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294479.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Poteau intermédiaire de volley GES en acier pour un usage intensif,Poteau de volley performant et innovant en acier diamètre 90 mm ultra solide plastifié blanc. | Tension exceptionnelle grâce à un système innovant de pompe | Réglage rapide de la hauteur du filet grâce à une poignée ergonomique | Le réglage de la hauteur se fait à l'aide d'une poignée ergonomique et d'une coulisse qui glisse le long des poteaux jusqu'à la hauteur désirée. | La hauteur est indiquée par une graduation fixée au poteau. | Equipement idéal pour les clubs et le milieu scolaire évoluant en compétition. | Modèle déposé. | Conforme à la Norme N.F. EN 1271
Paire de poteaux de volley Haut niveau GES,"2 063,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457997.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Le top de nos poteaux volley de la gamme GES ! Idéal pour la haute niveau,"Le top de nos poteaux volley de la gamme GES ! | Poteaux ultra solide et ultra rigide : tube en aluminium ovoïde de 100 x 120 mm et tube de 90 mm à l'intérieur. Renfort d'un tube de 400 mm de diamètre en partie basse. S'adapte sur des fourreaux de 90 mm de diamètre. | Parfaite tension : par treuil à crémaillère à l'extérieur du terrain. | Réglage facile et précis de la hauteur : coulisse permettant de choisir votre hauteur entre 2,43 m et 2,24 m. | Livré sans fourreau à sceller. | Conforme à la Norme NF EN 1271 Classe A et B."
EQUIPEMENT SUNVOLLEY LC BEACH TRANSPORTABLE,"265,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29473164.jpg?frz-v=95,Volleyball,Beach Volley,Ensemble de Beach Volley transportable.,"Ensemble de Beach Volley transportable comprenant : | 2 poteaux télescopiques (3 éléments par poteau) en aluminium anodisé (diamètre 32 mm, section 1,5 mm) réglables à 5 hauteurs différentes (de 2,10 m à 2,43 m) par simple bouton poussoir | 4 cordes d'amarrage (polyéthylène 6 mm) munies de taquets bloqueurs pour régler la tension de maintien. | 4 piquets d'ancrage en acier de 9 mm x 300 mm. | 2 platines en aluminium anodisé pour support des poteaux. | 1 filet réglementaire de 9,60 m x 1 m en polyéthylène 1,8 mm (imputrescible et résistant aux U.V.) avec renfort de 50 mm en toile enduit PVC sur le bord supérieur du filet et corde en polyéthylène d'une longueur de 11 m. | 1 sac de transport en toile nylon | 1 notice de montage | Poids : 5,5 kg. | Si votre sable est assez mou, nous vous conseillons de prendre le Sand Kit pour tenir correctement votre ensemble."
EQUIPEMENT SUN VOLLEY PLUS TRANSPORTABLE,"605,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29473162.jpg?frz-v=95,Volleyball,Beach Volley,"Ensemble de Beach Volley de compétition, transportable.","Ensemble de Beach Volley de compétition, transportable, comprenant : | 2 poteaux télescopiques (3 éléments par poteau) en aluminium anodisé (diamètre 50 mm, section 2 mm) réglables à 5 hauteurs différentes (de 2,10 m à 2,43 m) par simple bouton poussoir. | 4 cordes d'amarrage munies de taquets bloqueurs pour régler la tension. | 4 piquets d'ancrage en acier profil T de 25 mm x 300 mm avec mousquetons. | 2 platines en aluminium anodisé pour support des poteaux. | 1 filet réglementaire de 9,50 m x 1 m en polyester 3 mm (imputrescible et résistant aux U.V.) avec renfort de 80 mm en toile enduit PVC sur tout le pourtour du filet, fourreaux avec barres de cadrage en bois et corde de tension en kevlar d'une longueur de 12 m. | 1 système de poulie avec corde en kevlar et crochet à poignée amovible pour pouvoir tendre le filet au maximum. | 4 cordons réglables pour le maintien du filet plus une corde de 12 m pour la tension du bas du filet. | 1 sac de transport en toile nylon robuste. | 1 notice de montag"
Equipement sun volley standard transportable Sunvolley,"465,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29473163.jpg?frz-v=95,Volleyball,Beach Volley,"Ensemble de Beach Volley d'entraînement et de compétition, transportable.","Ensemble de Beach Volley d'entraînement et de compétition, transportable, comprenant : | 2 poteaux télescopiques (3 éléments par poteau) en aluminium anodisé (¥ 40 mm, section 2 mm) réglables à 5 hauteurs différentes (de 2,10 m à 2,43 m) par simple bouton poussoir.. | 4 cordes d'amarrage (polyamide 6 mm) munies de taquets bloqueurs pour régler la tension de maintien. | 4 piquets d'ancrage en acier de 9 mm x 300 mm. | 2 platines en aluminium anodisé pour support des poteaux. | 1 filet réglementaire de 9,60 m x 1 m en polyéthylène 2,6 mm (imputrescible | et résistant aux U.V.) avec renfort de 50 mm en toile enduit PVC sur tout le pourtour du filet et corde de tension en polyester d'une longueur de 12 m. | 1 sac de transport en toile nylon. | 1 notice de montage. | Poids : 9,5 kg."
Poteaux de volley ball scolaires en aluminium,"531,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250566.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux de Volley en aluminium diamètre 90 mm, spécifiques scolaires. Conforme à la Norme N.F. EN 1271...","Poteaux de Volley en aluminium diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait grâce à une réglette coulissante dans la gorge du poteau. | Réglage simple et rapide de la hauteur de 1.07 m à 2.46 m. La tension du filet se fait par un cabestan, d'où la simplicité d'utilisation. | Equipement idéal pour l'apprentissage du volley en milieu scolaire et l'initiation. | Livrés sans fourreaux à sceller. | Conforme à la Norme N.F. EN 1271 Classe C. | Poids : 26 kg la paire | POINTS FORTS : | Légèreté de l'aluminium, | Simplicité de tension grâce au cabestan, | Réglage précis de la hauteur : de 1,07 m à 2,46 m, | Bon rapport qualité/prix, | Conforme à la norme N.F. EN 1271 classe C."
Poteaux alu beach volley,"1 131,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294482.jpg?frz-v=95,Volleyball,Beach Volley,"Poteaux de beach volley en aluminium de 90 mm de diamètre, plastifiés en blanc muni d'une embase aluminium.","Poteaux de beach volley en aluminium de 90 mm de diamètre, plastifiés en blanc muni d'une embase en aluminium de 980 x 730 mm. | Le réglage de la hauteur se fait à l'aide d'une réglette qui coulisse dans la gorge du poteau. | La tension du filet se fait à l'aide d'un cabestan."
Poteaux de volley sur embase,"1 169,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250551.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",POTEAUX DE VOLLEY SUR EMBASE,"Poteaux acier galva Ø 90mm, tension par treuil. Fixation sur embase"
Paire de poteaux de volley standard en aluminium,"823,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250558.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Paire de poteaux de volley standard en aluminium idéale pour les scolaires et l'entrainement,"Poteaux de volley ball léger en aluminium diamètre 90 mm, plastifiés blanc. | Renfort intérieur du poteau pour une rigidité maximale. | Réglage simple et rapide de la hauteur de 1.07 m à 2.46 m par réglette coulissante sur tout le poteau | La tension du filet se fait par un treuil rectiligne à crémaillère. | Structure galvanisée, poteaux ultra solide | Poids de la paire : 30 kg | Conforme à la norme N.F. EN 1271 classe C"
Poteaux de volley scolaire en acier,"696,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29226815.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","2 poteaux de volley en acier, idéaux pour les écoles, lycées et collèges.","Poteaux de volley en acier diamètre 90 mm, plastifiés blanc. | Le réglage de la hauteur se fait grâce à une réglette coulissante dans la gorge du poteau. | Réglage simple et rapide de la hauteur de 1.07 m à 2.46 m. | La tension du filet se fait par un treuil rectiligne à crémaillère. | Bon rapport qualité/prix. | POINTS FORTS : | Solidité de l'acier. | Réglage précis de la hauteur : de 1,07 m à 2,46 m. | Poids : 34 kg la paire. | Conforme à la norme N.F. EN 1271 classe C."
"Poteaux en aluminium ovoide, de compétition / la paire","1 055,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29458002.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux en aluminium ovoide, tension treuil extérieur, partie inférieure de diamètre 90 et partie...","Paire de poteaux en aluminium anodisé naturel | Section ovoïde Ø 100 x 120 mm | 2 Systèmes de tension par treuil à crémaillère et cabestan à l'extérieur des poteaux | Réglage des hauteurs par réglette coulissante le long du poteaux | Poteaux équipés d'un mètre sérigraphié pour le choix de la hauteur | Fourreaux ronds : Ø 90 mm (la partie basse du poteau est alors en aluminium renforcé Ø 90 mm) | Compétition nationale et internationale (classe A et B) | Structure aluminium haute résistance | Poteau ovoide aluminium anodisé | Conditionnement : la paire | Poids : entre 37kg | Dimensions : 2.56m de hauteur hors sol , 2.43m de hauteur filet (hommes) , 2.35ù de hauteur filet (femmes) , 2.24m de hauteur filet (cadets) , 2.10m de hauteur filet (benjamins) , 360mm de scellement fourreaux de diamètre 100x120 , 390mm de scellement fourreaux de diamètre 90mm | Conformités : Norme NF EN 1271"
Poteau central de volley en aluminium avec crémaillère,"558,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294483.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteau de volley central en aluminium renforcé de diamètre 90mm, plastifié en blanc.","Poteau de volley central en aluminium renforcé de diamètre 90mm, plastifié en blanc. | Réglage de la hauteur de 1,07 à 2,46m à l'aide de réglettes qui coulissent dans le poteau. | Tension du filet par treuil à crémaillère. | Idéal pour juxtaposer plusieurs terrains. | Livré sans fourreau."
Paire de poteaux de volley sur embase,"989,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250557.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","2 poteaux de volley en acier de 90mm de diamètre, plastifiés en blanc, soudés sur une embase à roulettes.","Poteaux de volley en acier de 90mm de diamètre, plastifiés en blanc, soudés sur une embase à roulettes. | Réglage de la hauteur du filet de 1,07m à 2,46m grâce à une réglette coulissante. La tension du filet se fait à l'aide d'un treuil à crémaillère. | Idéal lorsqu'on ne peut pas installer des fourreaux. | Livrés avec ancrage et adapté pour ancrage à linguets (non fournis) | Poids : 30 kg."
Poteaux de volley alu scolaires,"599,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294667.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",POTEAUX DE VOLLEY ALU SCOLAIRES,"Poteaux de Volley-ball entraînement à sceller. En aluminium plastifié blanc, diamètre 90mm. | Tension du filet manuelle à cabestan."
Poteaux de volley en aluminium avec tension du filet par cremaillère extérieure,"833,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294481.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux de volley-ball en aluminium avec système de tension extérieur. Conforme aux normes EN1271, classe...","Poteaux de volley-ball en aluminium de diamètre 90mm, plastifiés blancs, réglages en hauteur par coulissement du support à l'intérieur de la gorge du poteau. | Réglage en hauteur de 1,07 à 2,46 m précisément, grâce à l'échelle graduée située sur le poteau. Renfort intérieur du poteau pour une rigidité maximale. | Double système de tension du filet par treuil à crémaillère et cabestan, se trouvant à l'extérieur du terrain. | Conforme à la norme N.F. EN 1271 classe A et B . | Livrés sans fourreaux | Filet spécifique muni d'une câblerie courte, voir référence VB50."
"Paire poteaux beach volley, diamètre 90, alu compétition, avec embases","1 510,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469128.jpg?frz-v=95,Volleyball,Beach Volley,"Poteaux de beach volley, de diamètre 90, en aluminium compétition, avec embases / la paire","Embase en aluminium 1 x 0,7 m à ensabler à profondeur de 390 mm | Réglette avec système de tension par treuil | Rail sur toute la hauteur pour jouer au badminton/volleyball | Structure aluminium légère | Poteaux renforcés | Rapidité de montage | Conditionnement : la paire | Poids 1 poteau : 15.5kg , poids 1 embase : 9.5kg | Dimensions : 2.560m de hauteur-sol , 2.430m de hauteur (hommes) , 2.350m de hauteur (femmes) , 2.240m hauteur (cadets) , 2.100m de hauteur (benjamins) , 0.390m d'ensablement , 90mm de diamètre de mât | Conformité : Norme NF EN1271"
Poteaux de volley télescopiques,"992,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287763.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",2 poteaux extrêmement rigides,"Poteaux légers et rigides : en aluminium anodisé, de forme ovoïde en partie haute 100 x 120 mm avec une partie basse renforcée de 90 mm de diamètre pour s'adapter sur les fourreaux rond. | Double système de tension par treuil à crémaillère et cabestan à l'extérieur du terrain | Réglage facile et précis de la hauteur | Echelle graduée sur le poteau pour un positionnement précis de la hauteur. | Livré sans fourreau. | Conforme à la Norme NF EN 1271 Classe A et B."
Poteaux de volley en aluminium tension du filet par cabestan,"788,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250560.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux de volley-ball en aluminium de diamètre 90mm, plastifiés blancs, réglages en hauteur par coulissement","Poteaux de volley ball en aluminium de diamètre 90mm, plastifiés blancs, réglages en hauteur par coulissement du support à l'intérieur de la gorge du poteau. Réglage en hauteur de 1.07m à 2.46m précisément, grâce à l'échelle graduée située sur le poteau. | Renfort intérieur du poteau pour une rigidité maximale. | Double système de tension du filet par cabestans se trouvant à l'extérieur du terrain de volley et treuil à crémaillère.. | Conforme à la norme N.F. EN 1271 classe A et B | Livrés sans fourreaux | Filet spécifique muni d'une câblerie courte, voir référence VB50."
Poteaux en aluminium ovoide,"1 009,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG42567840.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux en aluminium ovoide, tension cabestan extérieur, partie inférieure de diamètre 90 et partie...","Paire de poteaux | Section des poteaux : | Section ovoïde 100 x 120 mm | Poteaux en aluminium anodisé naturel | Double cabestan à l'extérieur des poteaux | Utiliser les filets avec mousquetons | Réglage des hauteurs : | Par réglette coulissante le long du poteau | Poteaux équipés d'un mètre sérigraphié pour le choix de la hauteur | Adaptés à la compétition nationale et internationale (classe A et B) | Structure en aluminium haute résistance | Esthétique : poteau tout ovoîde, en aluminium anodisé | Adaptables sur fourreaux existants de diamètre 90mm | Conditionnement : la paire | Poids : entre 33 et 38kg | Dimensions : 2560mm de hauteur hors sol , 100x120 de diamètre au poteau , 2430mm de hauteur filet (hommes) , 2350mm de hauteur filet (femme) , 2240mm de hauteur filet (cadets) , 2100mm de hauteur filet (benjamins) , 390/360mm de scellement , 100x120 de diamètre pour les fourreaux | Conformité : Norme NF EN 1271 Code du Sport"
Poteau central de volley ball en aluminium - L'unité,"450,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469132.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Réglable en hauteur 1.07 m et 2.46 m des 2 côtés grâce à une glissière de chaque côté du poteau.,"Poteau de volley central en aluminium diamètre 90 mm, plastifié blanc. | Réglable en hauteur 1.07 m et 2.46 m des 2 côtés grâce à une glissière de chaque côté du poteau. | Tension du filet par cabestan. | idéal pour juxtaposer plusieurs terrains les uns à côté des autres. | Livré sous le fourreau. | Conforme à la norme N.F. EN 1271"
"Poteaux en aluminium ovoide, tension cabestan extérieur / la paire","1 009,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29458001.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteaux en aluminium ovoide, tension cabestan extérieur / la paire","Paire de poteaux en aluminium anodisé naturel | Section ovoïde Ø 100 x 120 mm | 2 Systèmes de tension : | Tension extérieure du filet par double cabestan à l'extérieur des poteaux | Réglage des hauteurs par réglette coulissante le long du poteaux | Poteaux équipés d'un mètre sérigraphié pour le choix de la hauteur | Conditionnement : la paire | Adaptables sur fourreaux existants de diamètre 90mm (non fournis) | Compétition nationale et internationale (classe A et B) | Structure aluminium renforcée | Poteaux ovoïdes aluminium anodisé | Poids : 35kg | Dimensions : 2.56m de hauteur hors sol , 2.43m de hauteur filet (hommes) , 2.35m de hauteur filet (femmes) , 2.24m de hauteur filet (cadets) , 2.10m de hauteur filet (benjamins) , 360mm de scellement fourreux diamètre 100x120 , 390mm de scellement fourreaux | Conformités : Norme NF EN 1271"
Poteau central de volley en acier,"504,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294484.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Poteau central en acier diamètre 90 mm, plastifié blanc. Réglable en hauteur 1.07 m et 2.46 m des 2 côtés...","Poteau de volley ball central en acier diamètre 90 mm, plastifié blanc. | Réglable en hauteur 1.07 m et 2.46 m des 2 côtés grâce à une glissière de chaque côté du poteau. | idéal pour juxtaposer plusieurs terrains de volley les uns à côté des autres. | Livré sans fourreau. | Conforme à la norme N.F. EN 1271 classe C"
Cordeau de tension - GES - pour filet de volley,"10,85 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29227018.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Cordeau de tension bleu avec taquet coinceur pour filet de volley,Cordeau de tension bleu avec taquet coinceur pour filet de volley.
Taquet coinceur - GES -Lot de 10,"37,77 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29227017.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",10 taquets coinceurs,Lot de 10 taquets coinceurs | Les taquets permettent une tension parfaite des filets | Coloris: noir
kit SAV tête de volley GES,"27,25 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457993.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",kit SAV tête de volley GES,"Tête de remplacement pour les poteaux de volley GES Regular, Intensif et Evolution."
